locus_tag	ftype	length_bp	gene	EC_number	COG	product
PJNEKNFH_00337	CDS	963	ispH_1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PJNEKNFH_00338	CDS	981	thrB_1	2.7.1.39	COG2334	Homoserine kinase
PJNEKNFH_00339	CDS	465	rnhA_1	3.1.26.4	COG0328	Ribonuclease HI
PJNEKNFH_00340	CDS	108				hypothetical protein
PJNEKNFH_00341	CDS	486	PGdx_1	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
PJNEKNFH_00342	CDS	561				hypothetical protein
PJNEKNFH_00343	CDS	1683	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PJNEKNFH_00344	CDS	447	teaD_1		COG0589	TRAP-T-associated universal stress protein TeaD
PJNEKNFH_00345	CDS	1368				hypothetical protein
PJNEKNFH_00346	CDS	1830	ndvA	7.5.2.3	COG1132	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
PJNEKNFH_00347	CDS	1062				hypothetical protein
PJNEKNFH_00348	CDS	582				hypothetical protein
PJNEKNFH_00349	CDS	189				hypothetical protein
PJNEKNFH_00350	CDS	243				hypothetical protein
PJNEKNFH_00351	CDS	642				hypothetical protein
PJNEKNFH_00352	CDS	951	yqjG_1	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
PJNEKNFH_00353	CDS	756				hypothetical protein
PJNEKNFH_00354	CDS	1269				hypothetical protein
PJNEKNFH_00355	CDS	1176				hypothetical protein
PJNEKNFH_00356	CDS	291				hypothetical protein
PJNEKNFH_00357	CDS	189				hypothetical protein
PJNEKNFH_00358	CDS	648				hypothetical protein
PJNEKNFH_00359	CDS	318				hypothetical protein
PJNEKNFH_00360	CDS	192				hypothetical protein
PJNEKNFH_00361	CDS	288				hypothetical protein
PJNEKNFH_00362	CDS	1254				hypothetical protein
PJNEKNFH_00363	CDS	666				hypothetical protein
PJNEKNFH_00364	CDS	372				hypothetical protein
PJNEKNFH_00365	CDS	267				hypothetical protein
PJNEKNFH_00366	CDS	756				hypothetical protein
PJNEKNFH_00367	CDS	564				hypothetical protein
PJNEKNFH_00368	CDS	411				hypothetical protein
PJNEKNFH_00369	CDS	408				hypothetical protein
PJNEKNFH_00370	CDS	321				hypothetical protein
PJNEKNFH_00371	CDS	213				hypothetical protein
PJNEKNFH_00372	CDS	585				hypothetical protein
PJNEKNFH_00373	CDS	642				hypothetical protein
PJNEKNFH_00374	CDS	894				hypothetical protein
PJNEKNFH_00375	CDS	447				hypothetical protein
PJNEKNFH_00376	CDS	3858				hypothetical protein
PJNEKNFH_00377	CDS	1923				hypothetical protein
PJNEKNFH_00378	CDS	501				hypothetical protein
PJNEKNFH_00379	CDS	240				hypothetical protein
PJNEKNFH_00380	CDS	393				hypothetical protein
PJNEKNFH_00381	CDS	252				hypothetical protein
PJNEKNFH_00382	CDS	672	phoP_1			Transcriptional regulatory protein PhoP
PJNEKNFH_00383	CDS	1398	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
PJNEKNFH_00384	CDS	429				hypothetical protein
PJNEKNFH_00385	CDS	1392				hypothetical protein
PJNEKNFH_00386	CDS	1104				hypothetical protein
PJNEKNFH_00387	CDS	489	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
PJNEKNFH_00388	CDS	1986	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
PJNEKNFH_00389	CDS	564				hypothetical protein
PJNEKNFH_00390	CDS	1551	degP_1	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
PJNEKNFH_00391	CDS	756	cusR_1		COG0745	Transcriptional regulatory protein CusR
PJNEKNFH_00392	CDS	153				hypothetical protein
PJNEKNFH_00393	CDS	1461	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
PJNEKNFH_00394	CDS	2964	glnE_1		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
PJNEKNFH_00395	CDS	2340	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
PJNEKNFH_00396	CDS	1383	fieF_1			Ferrous-iron efflux pump FieF
PJNEKNFH_00397	CDS	246				hypothetical protein
PJNEKNFH_00398	CDS	300			COG0776	DNA-binding protein HRL53
PJNEKNFH_00399	CDS	2496	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
PJNEKNFH_00400	CDS	1785	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
PJNEKNFH_00401	CDS	2079	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
PJNEKNFH_00402	CDS	2151	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
PJNEKNFH_00403	CDS	3285		2.7.1.8		Glucosamine kinase
PJNEKNFH_00404	CDS	1974	glgE1	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1
PJNEKNFH_00405	CDS	1992	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
PJNEKNFH_00406	CDS	513				hypothetical protein
PJNEKNFH_00407	CDS	1611	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PJNEKNFH_00408	CDS	870	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
PJNEKNFH_00409	CDS	390				hypothetical protein
PJNEKNFH_00410	CDS	1140				Iron-sulfur cluster carrier protein
PJNEKNFH_00411	CDS	1089	takP_1		COG4663	Alpha-keto acid-binding periplasmic protein TakP
PJNEKNFH_00412	CDS	1611	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PJNEKNFH_00413	CDS	540				hypothetical protein
PJNEKNFH_00414	CDS	1032	moaA_1	4.1.99.22		GTP 3',8-cyclase
PJNEKNFH_00415	CDS	678	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
PJNEKNFH_00416	CDS	699	rpiA_1	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
PJNEKNFH_00417	CDS	525				hypothetical protein
PJNEKNFH_00418	CDS	1383	garB_1	1.8.1.16		Glutathione amide reductase
PJNEKNFH_00419	CDS	1389	aroH_1	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
PJNEKNFH_00420	CDS	1752	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
PJNEKNFH_00421	CDS	1092				hypothetical protein
PJNEKNFH_00422	CDS	321				hypothetical protein
PJNEKNFH_00423	CDS	1434	cysS_1	6.1.1.16	COG0215	Cysteine--tRNA ligase
PJNEKNFH_00424	CDS	480			COG2852	putative protein
PJNEKNFH_00425	CDS	501	yafP_1	2.3.1.-	COG0454	putative N-acetyltransferase YafP
PJNEKNFH_00426	CDS	1623	cimA_1	2.3.1.182	COG0119	(R)-citramalate synthase
PJNEKNFH_00427	CDS	606				hypothetical protein
PJNEKNFH_00428	CDS	1959	atm1_1		COG5265	ATM1-type heavy metal exporter
PJNEKNFH_00429	CDS	744	psd_1	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
PJNEKNFH_00430	CDS	843				hypothetical protein
PJNEKNFH_00431	CDS	774	pomA_1		COG1291	Chemotaxis protein PomA
PJNEKNFH_00432	CDS	831	motB_1		COG1360	Motility protein B
PJNEKNFH_00433	CDS	1905	kup_1			Low affinity potassium transport system protein kup
PJNEKNFH_00434	CDS	336		2.8.1.-	COG0607	Sulfurtransferase
PJNEKNFH_00435	CDS	1152	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
PJNEKNFH_00436	CDS	1116	spuD_1		COG0687	Putrescine-binding periplasmic protein SpuD
PJNEKNFH_00437	CDS	933	lpxL_1	2.3.1.241		Lipid A biosynthesis lauroyltransferase
PJNEKNFH_00438	CDS	1281	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
PJNEKNFH_00439	CDS	1206				hypothetical protein
PJNEKNFH_00440	CDS	474				hypothetical protein
PJNEKNFH_00441	CDS	282	acpXL_1		COG0236	Acyl carrier protein AcpXL
PJNEKNFH_00442	CDS	342				hypothetical protein
PJNEKNFH_00443	CDS	1665				hypothetical protein
PJNEKNFH_00444	CDS	651		3.4.21.-		Extracellular serine protease
PJNEKNFH_00445	CDS	2823				hypothetical protein
PJNEKNFH_00446	tRNA	74				tRNA-Gln(ctg)
PJNEKNFH_00447	CDS	861				hypothetical protein
PJNEKNFH_00448	CDS	921				hypothetical protein
PJNEKNFH_00449	CDS	1794				hypothetical protein
PJNEKNFH_00450	CDS	1455		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
PJNEKNFH_00451	CDS	2436	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
PJNEKNFH_00452	CDS	189				hypothetical protein
PJNEKNFH_00453	CDS	150				hypothetical protein
PJNEKNFH_00454	CDS	684				hypothetical protein
PJNEKNFH_00455	CDS	504				hypothetical protein
PJNEKNFH_00456	CDS	1953				hypothetical protein
PJNEKNFH_00457	CDS	891	dnaG_1	2.7.7.-		DNA primase
PJNEKNFH_00458	CDS	246				hypothetical protein
PJNEKNFH_00459	CDS	210				hypothetical protein
PJNEKNFH_00460	CDS	267				hypothetical protein
PJNEKNFH_00461	CDS	768				hypothetical protein
PJNEKNFH_00462	CDS	354				hypothetical protein
PJNEKNFH_00463	CDS	414				hypothetical protein
PJNEKNFH_00464	CDS	3135	mdtB_1			Multidrug resistance protein MdtB
PJNEKNFH_00465	CDS	1146	mdtA_1			Multidrug resistance protein MdtA
PJNEKNFH_00466	CDS	168				hypothetical protein
PJNEKNFH_00467	CDS	1014	lpxK_1	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
PJNEKNFH_00468	CDS	1305	waaA_1	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
PJNEKNFH_00469	CDS	735				hypothetical protein
PJNEKNFH_00470	CDS	252				hypothetical protein
PJNEKNFH_00471	CDS	789	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
PJNEKNFH_00472	CDS	1440	pmbA_1	3.4.-.-	COG0312	Metalloprotease PmbA
PJNEKNFH_00473	CDS	522				hypothetical protein
PJNEKNFH_00474	CDS	924	ubiA_1	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
PJNEKNFH_00475	CDS	771				hypothetical protein
PJNEKNFH_00476	CDS	774	rsmE_1	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PJNEKNFH_00477	CDS	1173	hisZ_1			ATP phosphoribosyltransferase regulatory subunit
PJNEKNFH_00478	CDS	978	hisG_1	2.4.2.17		ATP phosphoribosyltransferase
PJNEKNFH_00479	CDS	1047		2.4.-.-		putative glycosyltransferase
PJNEKNFH_00480	CDS	876	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
PJNEKNFH_00481	CDS	798				hypothetical protein
PJNEKNFH_00482	CDS	780				hypothetical protein
PJNEKNFH_00483	CDS	780				hypothetical protein
PJNEKNFH_00484	CDS	516				hypothetical protein
PJNEKNFH_00485	CDS	297	groS2		COG0234	10 kDa chaperonin 2
PJNEKNFH_00486	CDS	1647	groL5_1			60 kDa chaperonin 5
PJNEKNFH_00487	CDS	1200				hypothetical protein
PJNEKNFH_00488	CDS	963				hypothetical protein
PJNEKNFH_00489	CDS	408				hypothetical protein
PJNEKNFH_00490	CDS	459				hypothetical protein
PJNEKNFH_00491	CDS	1314	lutA_1			Lactate utilization protein A
PJNEKNFH_00492	CDS	1251				hypothetical protein
PJNEKNFH_00493	CDS	1494		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
PJNEKNFH_00494	CDS	402			COG3474	Cytochrome c-550
PJNEKNFH_00495	CDS	681	betI_2			HTH-type transcriptional regulator BetI
PJNEKNFH_00496	CDS	156				hypothetical protein
PJNEKNFH_00497	CDS	378				hypothetical protein
PJNEKNFH_00498	CDS	2184	glyS_1	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
PJNEKNFH_00499	CDS	945	glyQ_1	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
PJNEKNFH_00500	CDS	189				hypothetical protein
PJNEKNFH_00501	CDS	903				hypothetical protein
PJNEKNFH_00502	CDS	810	yfiC_1	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
PJNEKNFH_00503	CDS	279				hypothetical protein
PJNEKNFH_00504	CDS	1011	ispB_1	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
PJNEKNFH_00505	CDS	927	ispE_1	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
PJNEKNFH_00506	CDS	1854	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
PJNEKNFH_00507	CDS	1755		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
PJNEKNFH_00508	CDS	906				hypothetical protein
PJNEKNFH_00509	CDS	1569				hypothetical protein
PJNEKNFH_00510	CDS	669	rnhB_1	3.1.26.4	COG0164	Ribonuclease HII
PJNEKNFH_00511	CDS	330	emrE		COG2076	Multidrug transporter EmrE
PJNEKNFH_00512	CDS	1161				hypothetical protein
PJNEKNFH_00513	CDS	564	moaB_1		COG0521	Molybdenum cofactor biosynthesis protein B
PJNEKNFH_00514	CDS	927				hypothetical protein
PJNEKNFH_00515	CDS	1131				hypothetical protein
PJNEKNFH_00516	CDS	684	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
PJNEKNFH_00517	CDS	1248	mutY_1	3.2.2.31	COG1194	Adenine DNA glycosylase
PJNEKNFH_00518	CDS	480				hypothetical protein
PJNEKNFH_00519	CDS	663				hypothetical protein
PJNEKNFH_00520	CDS	3507	smc_1		COG1196	Chromosome partition protein Smc
PJNEKNFH_00521	CDS	1047				hypothetical protein
PJNEKNFH_00522	CDS	429	ybaN_1		COG2832	Inner membrane protein YbaN
PJNEKNFH_00523	CDS	561	lemA_1		COG1704	Protein LemA
PJNEKNFH_00524	CDS	1152	htpX_1	3.4.24.-	COG0501	Protease HtpX 
PJNEKNFH_00525	CDS	540	apt_1	2.4.2.7		Adenine phosphoribosyltransferase
PJNEKNFH_00526	CDS	2184	menF_1	5.4.4.2		Isochorismate synthase MenF
PJNEKNFH_00527	CDS	498				hypothetical protein
PJNEKNFH_00528	CDS	2064	fbcH_1		COG1290	Cytochrome b/c1
PJNEKNFH_00529	CDS	528	petA_1	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
PJNEKNFH_00530	CDS	471	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
PJNEKNFH_00531	CDS	633	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
PJNEKNFH_00532	CDS	390	queD_1	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
PJNEKNFH_00533	CDS	903	hemF_1	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
PJNEKNFH_00534	CDS	1257	cca_1	2.7.7.72		CCA-adding enzyme
PJNEKNFH_00535	CDS	264				hypothetical protein
PJNEKNFH_00536	CDS	666	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
PJNEKNFH_00537	CDS	606				hypothetical protein
PJNEKNFH_00538	CDS	1014				hypothetical protein
PJNEKNFH_00539	CDS	942				hypothetical protein
PJNEKNFH_00540	CDS	2814				hypothetical protein
PJNEKNFH_00541	CDS	2064				hypothetical protein
PJNEKNFH_00542	CDS	426				hypothetical protein
PJNEKNFH_00543	CDS	2400			COG1629	putative TonB-dependent receptor
PJNEKNFH_00544	CDS	576				hypothetical protein
PJNEKNFH_00545	CDS	510	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
PJNEKNFH_00546	CDS	180				hypothetical protein
PJNEKNFH_00547	CDS	906	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PJNEKNFH_00548	CDS	459				hypothetical protein
PJNEKNFH_00549	CDS	498				hypothetical protein
PJNEKNFH_00550	CDS	270				hypothetical protein
PJNEKNFH_00551	CDS	288				hypothetical protein
PJNEKNFH_00552	CDS	477	gpx1_1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
PJNEKNFH_00553	CDS	258				hypothetical protein
PJNEKNFH_00554	CDS	2853	tal_1	2.2.1.2		Transaldolase
PJNEKNFH_00555	CDS	1017		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
PJNEKNFH_00556	CDS	1515	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
PJNEKNFH_00557	CDS	741	pgl_1	3.1.1.31		6-phosphogluconolactonase
PJNEKNFH_00558	CDS	519	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
PJNEKNFH_00559	CDS	1890		3.2.1.28	COG3387	Trehalase
PJNEKNFH_00560	CDS	1947				hypothetical protein
PJNEKNFH_00561	CDS	951	aniA	1.7.2.1	COG2132	Copper-containing nitrite reductase
PJNEKNFH_00562	CDS	357				hypothetical protein
PJNEKNFH_00563	CDS	678				hypothetical protein
PJNEKNFH_00564	CDS	1068	ftsP			Cell division protein FtsP
PJNEKNFH_00565	CDS	651				hypothetical protein
PJNEKNFH_00566	CDS	429	nsrR_1		COG1959	HTH-type transcriptional repressor NsrR
PJNEKNFH_00567	CDS	2943	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PJNEKNFH_00568	CDS	339	mnhC1_1		COG1006	Na(+)/H(+) antiporter subunit C1
PJNEKNFH_00569	CDS	1608	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
PJNEKNFH_00570	CDS	489	mrpE_1		COG1863	Na(+)/H(+) antiporter subunit E
PJNEKNFH_00571	CDS	279	mrpF_1		COG2212	Na(+)/H(+) antiporter subunit F
PJNEKNFH_00572	CDS	360				hypothetical protein
PJNEKNFH_00573	CDS	402				hypothetical protein
PJNEKNFH_00574	CDS	2112				hypothetical protein
PJNEKNFH_00575	CDS	219				hypothetical protein
PJNEKNFH_00576	CDS	861	ydaD_1	1.-.-.-		General stress protein 39
PJNEKNFH_00577	CDS	609	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PJNEKNFH_00578	CDS	498	yciF_1		COG3685	Protein YciF
PJNEKNFH_00579	CDS	156				hypothetical protein
PJNEKNFH_00580	CDS	240				hypothetical protein
PJNEKNFH_00581	CDS	225				hypothetical protein
PJNEKNFH_00582	CDS	4470				hypothetical protein
PJNEKNFH_00583	CDS	2034	bamA_2			Outer membrane protein assembly factor BamA
PJNEKNFH_00584	CDS	1065	yxeI		COG3049	putative protein YxeI
PJNEKNFH_00585	CDS	255				hypothetical protein
PJNEKNFH_00586	CDS	627				hypothetical protein
PJNEKNFH_00587	CDS	555	resA_1			Thiol-disulfide oxidoreductase ResA
PJNEKNFH_00588	CDS	1137	fatA_1			Ferric-anguibactin receptor FatA
PJNEKNFH_00589	CDS	858				hypothetical protein
PJNEKNFH_00590	CDS	1437	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
PJNEKNFH_00591	CDS	780	fucA_1	4.1.2.17		L-fuculose phosphate aldolase
PJNEKNFH_00592	CDS	885	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PJNEKNFH_00593	CDS	1521				hypothetical protein
PJNEKNFH_00594	CDS	1593				hypothetical protein
PJNEKNFH_00595	CDS	1614				hypothetical protein
PJNEKNFH_00596	CDS	1251				hypothetical protein
PJNEKNFH_00597	CDS	1665				hypothetical protein
PJNEKNFH_00598	CDS	888		3.-.-.-		putative metallo-hydrolase
PJNEKNFH_00599	CDS	579		1.11.1.15	COG0450	Peroxiredoxin
PJNEKNFH_00600	CDS	396				hypothetical protein
PJNEKNFH_00601	CDS	444				hypothetical protein
PJNEKNFH_00602	CDS	498	ylaC			RNA polymerase sigma factor YlaC
PJNEKNFH_00603	CDS	963				hypothetical protein
PJNEKNFH_00604	CDS	504				hypothetical protein
PJNEKNFH_00605	CDS	1542				hypothetical protein
PJNEKNFH_00606	CDS	1038	auaH_1	1.1.1.394		Aurachin B dehydrogenase
PJNEKNFH_00607	CDS	279				hypothetical protein
PJNEKNFH_00608	CDS	1695	fptA_1		COG4773	Fe(3+)-pyochelin receptor
PJNEKNFH_00609	CDS	537				hypothetical protein
PJNEKNFH_00610	CDS	381				hypothetical protein
PJNEKNFH_00611	CDS	636				hypothetical protein
PJNEKNFH_00612	CDS	246				hypothetical protein
PJNEKNFH_00613	CDS	315				hypothetical protein
PJNEKNFH_00614	CDS	1506				hypothetical protein
PJNEKNFH_00615	CDS	543				hypothetical protein
PJNEKNFH_00616	CDS	279				hypothetical protein
PJNEKNFH_00617	CDS	429				hypothetical protein
PJNEKNFH_00618	CDS	2622				hypothetical protein
PJNEKNFH_00619	CDS	1125	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PJNEKNFH_00620	CDS	6009	recD_1	3.1.11.5		RecBCD enzyme subunit RecD
PJNEKNFH_00621	CDS	276	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
PJNEKNFH_00622	CDS	2301	silP_1	7.2.2.15		Silver exporting P-type ATPase
PJNEKNFH_00623	CDS	438				hypothetical protein
PJNEKNFH_00624	CDS	606	sodB_1	1.15.1.1	COG0605	Superoxide dismutase [Mn]
PJNEKNFH_00625	CDS	222				hypothetical protein
PJNEKNFH_00626	CDS	756	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
PJNEKNFH_00627	CDS	870	mntB_2			Manganese transport system membrane protein MntB
PJNEKNFH_00628	CDS	924			COG0803	putative periplasmic iron-binding protein
PJNEKNFH_00629	CDS	1053	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
PJNEKNFH_00630	CDS	1014				hypothetical protein
PJNEKNFH_00631	CDS	360				hypothetical protein
PJNEKNFH_00632	CDS	1434	hss_1	2.5.1.44		Homospermidine synthase
PJNEKNFH_00633	CDS	456	rnk_1		COG0782	Regulator of nucleoside diphosphate kinase
PJNEKNFH_00634	CDS	600	eis_1	2.3.1.-		N-acetyltransferase Eis
PJNEKNFH_00635	CDS	1143	ldc_1	4.1.1.17		Lysine/ornithine decarboxylase
PJNEKNFH_00636	CDS	261				hypothetical protein
PJNEKNFH_00637	CDS	2079	dcp_1	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
PJNEKNFH_00638	CDS	399				hypothetical protein
PJNEKNFH_00639	CDS	1044	hemH_1	4.99.1.1	COG0276	Ferrochelatase
PJNEKNFH_00640	CDS	999	qmcA_1		COG0330	Protein QmcA
PJNEKNFH_00641	CDS	447	ybbJ_1		COG1585	Inner membrane protein YbbJ
PJNEKNFH_00642	CDS	1014	kdsD_1	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
PJNEKNFH_00643	CDS	1470				hypothetical protein
PJNEKNFH_00644	CDS	564				hypothetical protein
PJNEKNFH_00645	CDS	405				hypothetical protein
PJNEKNFH_00646	CDS	2538				hypothetical protein
PJNEKNFH_00647	CDS	276				hypothetical protein
PJNEKNFH_00648	CDS	1230	hsaA_1	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
PJNEKNFH_00649	CDS	543	ntaB_1	1.5.1.42		FMN reductase (NADH) NtaB
PJNEKNFH_00650	CDS	1221				hypothetical protein
PJNEKNFH_00651	CDS	1053	cpoB_2			Cell division coordinator CpoB
PJNEKNFH_00652	CDS	2130	btuB_2			Vitamin B12 transporter BtuB
PJNEKNFH_00653	CDS	534				hypothetical protein
PJNEKNFH_00654	CDS	1005	ccp_1	1.11.1.5	COG1858	Cytochrome c551 peroxidase
PJNEKNFH_00655	CDS	441				hypothetical protein
PJNEKNFH_00656	CDS	1518	selO_1	2.7.7.-	COG0397	Protein adenylyltransferase SelO
PJNEKNFH_00657	CDS	2847				hypothetical protein
PJNEKNFH_00658	CDS	222				hypothetical protein
PJNEKNFH_00659	CDS	810	mosB			Molybdenum storage protein subunit beta
PJNEKNFH_00660	CDS	834	mosA			Molybdenum storage protein subunit alpha
PJNEKNFH_00661	CDS	2118	menF_2	5.4.4.2		Isochorismate synthase MenF
PJNEKNFH_00662	CDS	795				hypothetical protein
PJNEKNFH_00663	CDS	306	cas2_1	3.1.-.-		CRISPR-associated endoribonuclease Cas2
PJNEKNFH_00664	CDS	144				hypothetical protein
PJNEKNFH_00665	tRNA	75				tRNA-Gln(ttg)
PJNEKNFH_00666	CDS	1779	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
PJNEKNFH_00667	CDS	768	fcbB1	3.8.1.7		4-chlorobenzoyl coenzyme A dehalogenase-1
PJNEKNFH_00668	CDS	930		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
PJNEKNFH_00669	CDS	252	xseB_1	3.1.11.6		Exodeoxyribonuclease 7 small subunit
PJNEKNFH_00670	CDS	1929	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
PJNEKNFH_00671	CDS	756	tlyA_1	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
PJNEKNFH_00672	CDS	1269	rlmD_1	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
PJNEKNFH_00673	CDS	306	clpS2_1		COG2127	ATP-dependent Clp protease adapter protein ClpS 2
PJNEKNFH_00674	CDS	1107	aroC_1	4.2.3.5	COG0082	Chorismate synthase
PJNEKNFH_00675	CDS	126				hypothetical protein
PJNEKNFH_00676	CDS	594	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
PJNEKNFH_00677	CDS	753	rpaR_1		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
PJNEKNFH_00678	CDS	633	bjaI_1	2.3.1.228	COG3916	Isovaleryl-homoserine lactone synthase
PJNEKNFH_00679	CDS	207				hypothetical protein
PJNEKNFH_00680	CDS	951	cbpA_1		COG2214	Curved DNA-binding protein
PJNEKNFH_00681	CDS	357				hypothetical protein
PJNEKNFH_00682	CDS	642	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
PJNEKNFH_00683	CDS	792	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PJNEKNFH_00684	CDS	879				hypothetical protein
PJNEKNFH_00685	CDS	666				hypothetical protein
PJNEKNFH_00686	CDS	813				hypothetical protein
PJNEKNFH_00687	CDS	1605	dmdB_1	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
PJNEKNFH_00688	CDS	882				hypothetical protein
PJNEKNFH_00689	CDS	939	dmlR_1			HTH-type transcriptional regulator DmlR
PJNEKNFH_00690	CDS	855				hypothetical protein
PJNEKNFH_00691	CDS	1020	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
PJNEKNFH_00692	CDS	1722	apxIB_1		COG2274	Toxin RTX-I translocation ATP-binding protein
PJNEKNFH_00693	CDS	975				hypothetical protein
PJNEKNFH_00694	CDS	231				hypothetical protein
PJNEKNFH_00695	CDS	1215	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PJNEKNFH_00696	CDS	1077	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
PJNEKNFH_00697	CDS	1725	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
PJNEKNFH_00698	tRNA	77				tRNA-Met(cat)
PJNEKNFH_00699	CDS	216				hypothetical protein
PJNEKNFH_00700	CDS	639	dauC	2.1.1.288		Aklanonic acid methyltransferase DauC
