# locus_id	locus_tag	location	classification	internal_stop	indel	ref_id	description	query_cov	ref_cov	identity
MGA_3043	LOCUS_029810	sequence00074:14122..14556(+)	partial			WP_010920885.1	DNA primase	84.7	19.0	72.1
MGA_3059	LOCUS_029960	sequence00076:206..1411(+)	frameshift		1333	WP_013368411.1	conjugal transfer protein TrbE	93.8	46.0	74.7
MGA_3060	LOCUS_029970	sequence00076:1441..1911(+)	frameshift		1333	WP_011090993.1	conjugal transfer protein TrbE	85.9	16.5	70.1
MGA_3082	LOCUS_030180	sequence00077:12653..13009(-)	partial			WP_024265720.1	hypothetical protein	90.7	67.1	35.2
MGA_3103	LOCUS_030350	sequence00079:5405..5920(-)	partial			WP_013850661.1	TRAP transporter small permease	77.2	71.0	43.9
MGA_3115	LOCUS_030450	sequence00080:827..1372(+)	partial			WP_000691619.1	YbjP/YqhG family protein	69.6	42.9	32.8
MGA_3126	LOCUS_030560	sequence00080:9334..9573(-)	partial			WP_012640448.1	DUF2093 domain-containing protein	69.6	77.5	65.5
MGA_3129	LOCUS_030590	sequence00080:12522..12812(-)	partial			WP_010919885.1	molybdopterin-guanine dinucleotide biosynthesis protein A	97.9	31.5	41.5
MGA_3153	LOCUS_030790	sequence00083:196..642(+)	internal_stop_codon	193..195(+)		WP_011707684.1	agmatine deiminase family protein	100.0	40.3	50.7
MGA_3171	LOCUS_030970	sequence00083:12568..>13505(-)	partial			WP_013528703.1	pyridoxal-phosphate dependent enzyme	98.7	64.1	54.1
MGA_3190	LOCUS_031140	sequence00085:371..889(+)	partial			WP_010920779.1	CpaF family protein	61.6	21.2	78.3
MGA_3259	LOCUS_031770	sequence00089:9144..10022(+)	partial			WP_013529345.1	IS1595 family transposase	75.0	73.4	35.7
MGA_3268	LOCUS_031840	sequence00090:4050..5213(+)	partial			WP_004196469.1	capsular polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family	92.8	69.7	34.5
MGA_3273	LOCUS_031890	sequence00090:8449..9444(-)	partial			WP_012640622.1	cell wall hydrolase	37.5	33.5	52.8
MGA_3276	LOCUS_031920	sequence00090:11196..12299(+)	frameshift		12275	WP_002719288.1	cytochrome c biogenesis protein CcdA	21.0	31.0	53.2
MGA_3277	LOCUS_031930	sequence00090:12191..12499(+)	frameshift		12275	WP_006314286.1	cytochrome c biogenesis CcdA family protein	72.5	29.8	40.5
MGA_3293	LOCUS_032080	sequence00092:99..341(+)	internal_stop_codon	36..38(+)		WP_010919066.1	response regulator	96.2	30.3	76.6
MGA_3314	LOCUS_032270	sequence00094:<1..1886(+)	partial			WP_003243085.1	nitrate reductase subunit alpha	99.7	50.2	42.7
MGA_3321	LOCUS_032340	sequence00094:8691..9395(-)	frameshift		9456	WP_063921492.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	99.6	84.4	82.8
MGA_3325	LOCUS_032380	sequence00094:12085..12312(-)	partial			WP_014526629.1	IS630-like element ISRm2011-2 family transposase	98.7	23.5	59.5
MGA_3330	LOCUS_032430	sequence00095:2975..4558(+)	partial			WP_011031146.1	DUF2817 domain-containing protein	61.5	78.0	32.0
MGA_3362	LOCUS_032720	sequence00097:11102..11947(-)	partial			WP_010919481.1	succinylglutamate-semialdehyde dehydrogenase	84.0	48.2	66.2
MGA_3378	LOCUS_032850	sequence00099:1812..2159(-)	internal_stop_codon	2202..2204(-)		WP_003100571.1	hydrolase	93.9	60.0	53.7
MGA_3379	LOCUS_032860	sequence00099:2043..2468(+)	partial			WP_010921127.1	protease adaptor protein RcdA	53.9	45.0	48.7
MGA_3388	LOCUS_032950	sequence00099:9942..11624(+)	partial			WP_011404715.1	efflux RND transporter permease subunit	17.1	8.9	47.9
MGA_3390	LOCUS_032960	sequence00100:298..1494(-)	partial			WP_010920721.1	excinuclease ABC subunit UvrC	87.9	55.3	66.9
MGA_3392	LOCUS_032980	sequence00100:1963..2433(-)	partial			WP_011086930.1	alpha/beta hydrolase	78.2	43.1	39.8
MGA_3404	LOCUS_033090	sequence00101:65..475(+)	partial			WP_003400551.1	macro domain-containing protein	85.3	34.1	50.4
MGA_3421	LOCUS_033260	sequence00102:4954..5724(+)	partial			WP_002209481.1	energy transducer TonB	60.5	56.9	33.8
MGA_3436	LOCUS_033400	sequence00103:10938..>11667(-)	partial			WP_012639937.1	WD40 repeat domain-containing protein	100.0	70.6	57.0
MGA_3457	LOCUS_033600	sequence00105:8731..9438(-)	partial			WP_009971854.1	nitrate reductase molybdenum cofactor assembly chaperone	71.1	72.9	49.1
MGA_3459	LOCUS_033620	sequence00105:10963..>11631(-)	partial			WP_011205550.1	nitrate reductase subunit alpha	95.5	16.8	78.4
MGA_3460	LOCUS_033630	sequence00106:<1..527(+)	partial			WP_010921342.1	histidine--tRNA ligase	94.3	32.5	69.5
MGA_3461	LOCUS_033640	sequence00106:852..1415(-)	partial			WP_010921479.1	30S ribosomal protein S16	54.0	58.2	72.3
MGA_3463	LOCUS_033660	sequence00106:3142..4854(-)	partial			WP_013533172.1	type I secretion system permease/ATPase	57.5	58.2	36.8
MGA_3481	LOCUS_033830	sequence00108:1341..2321(+)	partial			WP_010921450.1	ATP-binding protein	41.7	22.7	54.0
MGA_3494	LOCUS_033960	sequence00109:29..292(-)	partial			WP_010919120.1	elongation factor Tu	100.0	22.0	81.6
MGA_3505	LOCUS_034060	sequence00110:250..1488(-)	partial			WP_010972863.1	error-prone DNA polymerase	88.1	33.7	69.6
MGA_3507	LOCUS_034080	sequence00110:3780..4112(-)	partial			WP_013533272.1	conjugal transfer protein TraG	61.8	10.1	63.2
MGA_3517	LOCUS_034170	sequence00111:1882..2607(-)	partial			WP_012258327.1	class I SAM-dependent methyltransferase	63.1	65.3	34.8
MGA_3527	LOCUS_034270	sequence00111:10588..11229(+)	partial			WP_010918048.1	DNA replication/repair protein RecF	70.0	38.8	57.3
MGA_3528	LOCUS_034280	sequence00112:<1..1709(+)	partial			WP_011070740.1	HsdR family type I site-specific deoxyribonuclease	99.3	50.5	25.6
MGA_3566	LOCUS_034650	sequence00114:4061..4696(+)	partial			WP_011389578.1	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	97.2	59.1	47.9
MGA_3569	LOCUS_034680	sequence00114:6586..6939(+)	partial			WP_010919236.1	6,7-dimethyl-8-ribityllumazine synthase	84.6	64.9	61.0
MGA_3572	LOCUS_034710	sequence00114:8467..8892(+)	partial			WP_024265705.1	hypothetical protein	77.3	66.5	40.4
MGA_3596	LOCUS_034930	sequence00116:9323..10144(-)	partial			WP_010919831.1	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	98.2	55.9	56.7
MGA_3609	LOCUS_035050	sequence00117:9789..>10839(-)	partial			WP_010921413.1	pitrilysin family protein	79.7	28.2	36.7
MGA_3632	LOCUS_035280	sequence00119:7844..8599(+)	partial			WP_010919873.1	cell division protein FtsN	41.0	35.0	39.8
MGA_3642	LOCUS_035370	sequence00120:9785..>10722(-)	partial			WP_038966434.1	NAD(P)/FAD-dependent oxidoreductase	98.7	58.2	62.5
MGA_3646	LOCUS_035410	sequence00121:1551..1928(-)	partial			WP_005458290.1	FKBP-type peptidyl-prolyl cis-trans isomerase	75.2	35.8	66.0
MGA_3656	LOCUS_035490	sequence00122:8277..8621(+)	partial			WP_013525025.1	hypothetical protein	73.7	76.1	58.4
MGA_3673	LOCUS_035650	sequence00123:10058..>10607(-)	partial			WP_010920857.1	cobaltochelatase subunit CobS	99.5	53.9	82.9
MGA_3674	LOCUS_035660	sequence00124:<1..1342(+)	partial			WP_013078549.1	ATP-dependent DNA helicase	97.5	45.1	67.1
MGA_3698	LOCUS_035880	sequence00125:9903..10400(-)	internal_stop_codon	10449..10451(-)		WP_010921268.1	divergent polysaccharide deacetylase family protein	97.0	40.4	56.2
MGA_3699	LOCUS_035890	sequence00126:54..599(-)	partial			WP_013528727.1	shikimate dehydrogenase	63.5	40.7	40.0
MGA_3715	LOCUS_036030	sequence00127:3440..3754(+)	partial			WP_012028097.1	excalibur calcium-binding domain-containing protein	25.0	6.0	76.9
MGA_3723	LOCUS_036100	sequence00128:1446..3266(+)	partial			WP_010919538.1	replicative DNA helicase	67.7	81.1	71.8
MGA_3730	LOCUS_036170	sequence00128:9412..>10227(-)	partial			WP_010919527.1	ribosome biogenesis GTPase Der	98.2	45.6	51.7
MGA_3752	LOCUS_036370	sequence00130:8622..8873(+)	partial			WP_011103251.1	helix-turn-helix transcriptional regulator	67.5	70.0	55.4
MGA_3766	LOCUS_036500	sequence00132:<1..1134(+)	partial			WP_010918932.1	S9 family peptidase	99.7	58.4	54.5
MGA_3773	LOCUS_036570	sequence00132:6560..7168(+)	partial			WP_024265661.1	DUF1134 domain-containing protein	88.6	74.4	58.1
MGA_3808	LOCUS_036890	sequence00136:173..568(-)	partial			WP_164929974.1	MtrAB system response regulator MtrA	86.3	48.7	46.9
MGA_3809	LOCUS_036900	sequence00136:565..3324(-)	partial			WP_024265818.1	ATP-binding protein	55.4	84.1	46.3
MGA_3813	LOCUS_036940	sequence00136:7366..7896(-)	partial			WP_012639942.1	CHAP domain-containing protein	71.0	54.5	66.4
MGA_3815	LOCUS_036960	sequence00136:9181..9777(-)	partial			WP_010921403.1	alanine dehydrogenase	93.4	50.0	77.3
MGA_3820	LOCUS_037000	sequence00137:3575..4000(-)	partial			WP_041941353.1	YbaY family lipoprotein	73.8	62.3	43.8
MGA_3825	LOCUS_037050	sequence00137:6220..7440(-)	partial			WP_012640615.1	patatin family protein	71.4	73.8	50.3
MGA_3828	LOCUS_037080	sequence00137:9559..9957(+)	partial			WP_010919968.1	RusA family crossover junction endodeoxyribonuclease	82.6	74.7	65.1
MGA_3866	LOCUS_037410	sequence00141:774..1172(-)	internal_stop_codon	1221..1223(-)		WP_010921190.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	99.2	41.1	64.1
MGA_3867	LOCUS_037420	sequence00141:1221..1745(-)	internal_stop_codon	1221..1223(-)		WP_010921190.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	92.0	49.8	78.8
MGA_3878	LOCUS_037530	sequence00141:9377..>9891(-)	partial			WP_010921184.1	glycine cleavage system aminomethyltransferase GcvT	98.8	44.8	69.6
MGA_3881	LOCUS_037550	sequence00142:1393..3954(-)	internal_stop_codon	4045..4047(-)		WP_011102960.1	DEAD/DEAH box helicase family protein	98.6	51.7	53.9
MGA_3882	LOCUS_037560	sequence00142:4045..6291(-)	internal_stop_codon	4045..4047(-)		WP_011102960.1	DEAD/DEAH box helicase family protein	99.2	46.0	49.3
MGA_3886	LOCUS_037600	sequence00143:152..1483(+)	partial			WP_011082541.1	recombinase family protein	79.5	67.9	30.2
MGA_3898	LOCUS_037720	sequence00144:3855..5105(+)	partial			WP_000546254.1	YbaL family putative K(+) efflux transporter	95.4	71.3	56.5
MGA_3902	LOCUS_037760	sequence00144:7334..8221(+)	partial			WP_010920491.1	hypothetical protein	68.5	67.6	51.2
MGA_3903	LOCUS_037770	sequence00144:8340..>9803(-)	partial			WP_010920490.1	insulinase family protein	97.5	48.5	41.3
MGA_3925	LOCUS_037950	sequence00147:913..1260(+)	partial			WP_012640587.1	endonuclease domain-containing protein	76.5	61.0	52.8
MGA_3932	LOCUS_038020	sequence00147:5999..6718(-)	internal_stop_codon	6734..6736(-)		WP_010921035.1	elongation factor G	100.0	34.5	80.8
MGA_3933	LOCUS_038030	sequence00147:6734..8032(-)	internal_stop_codon	6734..6736(-)		WP_010921035.1	elongation factor G	100.0	62.4	88.2
MGA_3945	LOCUS_038150	sequence00148:8680..>9750(-)	partial			WP_010918356.1	phospholipid carrier-dependent glycosyltransferase	96.3	61.4	44.2
MGA_3947	LOCUS_038160	sequence00149:274..924(-)	partial			WP_012640271.1	GTPase Era	91.2	62.3	54.8
MGA_3949	LOCUS_038180	sequence00149:2716..3309(+)	partial			WP_010920770.1	prephenate dehydratase	90.9	64.0	44.8
MGA_3966	LOCUS_038350	sequence00150:7135..7509(+)	frameshift		7386	WP_111218024.1	IS3-like element ISAtu5 family transposase	69.4	21.7	72.1
MGA_3967	LOCUS_038360	sequence00150:7499..7795(+)	frameshift		7392,7383	WP_156439539.1	IS3 family transposase	89.8	22.2	61.4
MGA_3971	LOCUS_038380	sequence00151:518..1687(-)	partial			WP_012639944.1	deoxyhypusine synthase	71.0	75.8	93.8
MGA_3976	LOCUS_038430	sequence00151:7627..7875(-)	partial			WP_024265723.1	hypothetical protein	95.1	74.7	48.7
MGA_3983	LOCUS_038480	sequence00152:773..1126(+)	partial			WP_024265817.1	hypothetical protein	54.7	59.8	45.3
MGA_3993	LOCUS_038580	sequence00152:8691..9485(+)	partial			WP_010917902.1	DNA mismatch repair protein MutS	91.3	26.7	56.8
MGA_3994	LOCUS_038590	sequence00153:513..908(+)	partial			WP_037402494.1	alpha/beta fold hydrolase	59.5	12.8	47.4
MGA_4003	LOCUS_038680	sequence00153:9113..9469(-)	partial			WP_010918793.1	sigma-54-dependent transcriptional regulator FlbD	94.1	23.3	60.4
MGA_4013	LOCUS_038780	sequence00154:8803..9216(-)	internal_stop_codon	9307..9309(-)		WP_010919772.1	citrate synthase	99.3	31.9	75.0
MGA_4028	LOCUS_038910	sequence00156:1341..2162(+)	internal_stop_codon	2160..2162(+)		WP_018269524.1	VirD2 family relaxase/mobilization nuclease	86.8	40.1	68.4
MGA_4029	LOCUS_038920	sequence00156:2259..2915(+)	internal_stop_codon	2160..2162(+)		WP_018269524.1	VirD2 family relaxase/mobilization nuclease	98.6	37.3	69.9
MGA_4033	LOCUS_038960	sequence00156:4773..4988(+)	partial			WP_011090988.1	P-type conjugative transfer protein TrbG	74.6	15.3	81.8
MGA_4037	LOCUS_039000	sequence00156:7959..8123(+)	partial			WP_010967468.1	ImuA family protein	92.6	18.4	58.0
MGA_4050	LOCUS_039110	sequence00158:1077..1730(+)	partial			WP_011267860.1	hypothetical protein	98.2	67.7	32.9
MGA_4062	LOCUS_039220	sequence00159:788..1414(-)	partial			WP_013532170.1	M23 family metallopeptidase	62.5	29.7	48.5
MGA_4065	LOCUS_039250	sequence00159:5490..6896(-)	partial			WP_004523318.1	SDR family oxidoreductase	59.4	84.0	46.2
MGA_4087	LOCUS_039440	sequence00161:6336..8036(+)	partial			WP_010880526.1	NADH-quinone oxidoreductase subunit L	90.3	62.5	38.7
MGA_4097	LOCUS_039520	sequence00162:5912..6619(-)	partial			WP_064241721.1	cytochrome c family protein	72.3	80.9	39.2
MGA_4102	LOCUS_039570	sequence00163:1437..1916(+)	partial			WP_063921463.1	hypothetical protein	67.3	30.7	53.6
MGA_4112	LOCUS_039660	sequence00164:187..2016(+)	internal_stop_codon	127..129(+),142..144(+)		WP_010919440.1	DNA topoisomerase IV subunit A	100.0	82.7	63.9
MGA_4114	LOCUS_039680	sequence00164:2717..3715(+)	internal_stop_codon	3713..3715(+),3722..3724(+)		WP_011085280.1	M48 family metallopeptidase	97.6	84.7	44.4
MGA_4120	LOCUS_039740	sequence00164:7624..8367(-)	partial			WP_024265981.1	carbonic anhydrase	81.4	73.1	47.3
MGA_4131	LOCUS_039840	sequence00165:8177..>8776(-)	partial			WP_038967037.1	DegT/DnrJ/EryC1/StrS family aminotransferase	96.0	47.0	59.4
MGA_4135	LOCUS_039870	sequence00166:1497..2579(+)	partial			WP_011727690.1	LLM class flavin-dependent oxidoreductase	59.4	66.6	33.5
MGA_4144	LOCUS_039950	sequence00167:6947..7504(+)	partial			WP_010933321.1	hypothetical protein	70.8	78.0	51.1
MGA_4145	LOCUS_039960	sequence00167:7647..8597(+)	partial			WP_015923273.1	4-hydroxybenzoate octaprenyltransferase	76.3	71.1	59.9
MGA_4148	LOCUS_039980	sequence00168:1667..2809(-)	partial			WP_012640370.1	NADH-quinone oxidoreductase subunit D	75.3	68.8	76.2
MGA_4155	LOCUS_040050	sequence00168:7072..7647(-)	partial			WP_011388839.1	5-formyltetrahydrofolate cyclo-ligase	67.0	54.8	40.9
MGA_4176	LOCUS_040250	sequence00171:106..1641(-)	partial			WP_010920712.1	cell wall hydrolase	57.9	74.8	45.8
MGA_4178	LOCUS_040270	sequence00171:2362..6423(+)	partial			WP_024265865.1	PAS domain-containing sensor histidine kinase	39.2	66.1	45.7
MGA_4179	LOCUS_040280	sequence00171:6593..6952(-)	partial			WP_010918259.1	DUF6481 family protein	88.2	72.9	49.1
MGA_4200	LOCUS_040460	sequence00174:44..721(-)	partial			WP_024265648.1	copper resistance system multicopper oxidase	99.1	38.7	68.2
MGA_4215	LOCUS_040590	sequence00175:3746..4285(+)	partial			WP_024265557.1	hypothetical protein	57.0	46.4	33.3
MGA_4227	LOCUS_040690	sequence00176:2862..3302(+)	partial			WP_011088962.1	group III truncated hemoglobin	79.5	74.7	55.2
MGA_4242	LOCUS_040830	sequence00177:7720..>8345(-)	partial			WP_064634335.1	type IV secretory system conjugative DNA transfer family protein	74.9	27.3	38.5
MGA_4245	LOCUS_040860	sequence00178:3374..4015(-)	partial			WP_002225656.1	NeuD/PglB/VioB family sugar acetyltransferase	94.8	49.4	41.7
MGA_4247	LOCUS_040880	sequence00178:5939..6418(+)	partial			WP_011142393.1	J domain-containing protein	66.7	45.2	37.6
MGA_4249	LOCUS_040900	sequence00178:7405..8190(+)	internal_stop_codon	8188..8190(+)		WP_010917985.1	NADPH:quinone oxidoreductase family protein	100.0	78.6	59.4
MGA_4251	LOCUS_040920	sequence00179:796..1032(+)	internal_stop_codon	793..795(+)		WP_010920118.1	class I SAM-dependent methyltransferase	93.6	26.4	64.9
MGA_4254	LOCUS_040950	sequence00179:3119..4228(+)	partial			WP_000347675.1	class I SAM-dependent methyltransferase	45.8	49.2	26.6
MGA_4256	LOCUS_040970	sequence00179:4862..5116(+)	partial			WP_004197795.1	GlsB/YeaQ/YmgE family stress response membrane protein	70.2	71.1	46.7
MGA_4259	LOCUS_041000	sequence00179:7422..>8331(-)	partial			WP_010918627.1	translational GTPase TypA	99.3	49.0	83.3
MGA_4268	LOCUS_041080	sequence00180:6177..6386(+)	partial			WP_011204883.1	helix-turn-helix transcriptional regulator	97.1	65.7	44.8
MGA_4281	LOCUS_041180	sequence00182:1380..1880(-)	partial			WP_010967631.1	iron-sulfur cluster repair di-iron protein	89.2	66.1	41.2
MGA_4289	LOCUS_041250	sequence00183:6813..7715(+)	partial			WP_010919312.1	DUF808 domain-containing protein	52.3	49.4	58.0
MGA_4290	LOCUS_041260	sequence00183:7738..>8280(-)	partial			WP_013390284.1	valine--tRNA ligase	85.6	16.6	62.3
MGA_4306	LOCUS_041390	sequence00186:<1..714(+)	partial			WP_010920721.1	excinuclease ABC subunit UvrC	100.0	37.0	77.6
MGA_4310	LOCUS_041430	sequence00186:4466..6616(-)	partial			WP_011142622.1	S46 family peptidase	48.2	49.0	43.9
MGA_4313	LOCUS_041440	sequence00187:557..1663(-)	partial			WP_004544143.1	FAD-dependent monooxygenase	97.0	69.7	34.1
MGA_4317	LOCUS_041480	sequence00187:5936..6484(-)	partial			WP_010919739.1	polymer-forming cytoskeletal protein	53.3	60.2	63.9
MGA_4329	LOCUS_041570	sequence00189:116..511(+)	partial			WP_209146359.1	gliding motility-associated ABC transporter ATP-binding subunit GldA	46.6	20.3	59.0
MGA_4352	LOCUS_041780	sequence00191:<1..1994(+)	partial			WP_063921503.1	M10 family metallopeptidase C-terminal domain-containing protein	13.0	11.5	35.4
MGA_4353	LOCUS_041790	sequence00191:2115..4619(+)	partial			WP_162234441.1	glycosyltransferase family 2 protein	49.9	54.3	31.4
MGA_4373	LOCUS_041950	sequence00194:<1..1582(+)	partial			WP_010919087.1	efflux RND transporter permease subunit	98.1	49.6	59.4
MGA_4374	LOCUS_041960	sequence00194:1611..2153(-)	partial			WP_024265682.1	cytochrome c family protein	60.6	64.9	63.3
MGA_4381	LOCUS_042030	sequence00194:7093..>7770(-)	partial			WP_010919396.1	NAD-dependent DNA ligase LigA	98.2	28.4	50.0
MGA_4383	LOCUS_042040	sequence00195:174..1748(+)	partial			WP_011083453.1	tetratricopeptide repeat protein	60.7	70.2	27.1
MGA_4391	LOCUS_042120	sequence00195:5957..6364(+)	partial			WP_011013627.1	DUF1801 domain-containing protein	90.4	59.4	35.4
MGA_4394	LOCUS_042150	sequence00196:207..1823(+)	partial			WP_014538150.1	hydantoinase B/oxoprolinase family protein	41.1	17.5	57.4
MGA_4400	LOCUS_042200	sequence00197:<1..795(+)	partial			WP_010921059.1	ATP-dependent zinc metalloprotease FtsH	95.8	40.4	74.9
MGA_4411	LOCUS_042310	sequence00198:232..567(+)	internal_stop_codon	565..567(+)		WP_011404251.1	NAD(P)/FAD-dependent oxidoreductase	96.4	20.2	45.8
MGA_4412	LOCUS_042320	sequence00198:646..1593(+)	partial			WP_010921354.1	FAD-dependent oxidoreductase	65.7	50.2	67.1
MGA_4418	LOCUS_042380	sequence00198:6862..7221(+)	partial			WP_063173477.1	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	82.4	31.4	60.2
MGA_4420	LOCUS_042400	sequence00199:<1..750(+)	partial			WP_010920078.1	ABC transporter permease	85.1	71.7	35.7
MGA_4436	LOCUS_042540	sequence00200:6155..6406(-)	partial			WP_003104786.1	alpha-ketoacid dehydrogenase subunit beta	53.0	13.0	61.4
MGA_4467	LOCUS_042790	sequence00204:653..1621(+)	frameshift,internal_stop_codon	625..627(+)	744	WP_011056556.1	pentapeptide repeat-containing protein	65.2	50.1	36.4
MGA_4481	LOCUS_042900	sequence00206:6136..>7325(-)	partial			WP_014490278.1	ParB/RepB/Spo0J family partition protein	98.2	57.7	34.7
MGA_4484	LOCUS_042920	sequence00207:2714..3316(-)	internal_stop_codon	2714..2716(-)		WP_024265947.1	hypothetical protein	100.0	84.6	50.7
MGA_4502	LOCUS_043080	sequence00209:6676..7068(-)	internal_stop_codon	7087..7089(-),7090..7092(-)		WP_010918381.1	YbjN domain-containing protein	100.0	77.4	67.7
MGA_4505	LOCUS_043100	sequence00210:2039..3607(-)	partial			WP_010918806.1	long-chain-fatty-acid--CoA ligase	98.9	53.2	42.6
MGA_4514	LOCUS_043180	sequence00211:6196..>7127(-)	partial			WP_013525090.1	GMC family oxidoreductase	95.8	53.5	34.7
